"Technology";"p_year";"Country";"rca_ctry_tech"
"Electrical engineering";"2005";"Sweden";0,869061626310363
"Electrical engineering";"2005";"France";0,865871486775735
"Electrical engineering";"2005";"Ireland";0,817914475945982
"Electrical engineering";"2005";"United Kingdom";0,813452118190278
"Electrical engineering";"2005";"Canada";0,80840239597137
"Electrical engineering";"2005";"Austria";0,727723522115703
"Electrical engineering";"2005";"Germany";0,65462001731087
"Electrical engineering";"2005";"Norway";0,625826649854271
"Electrical engineering";"2005";"Russia";0,62212078714051
"Electrical engineering";"2005";"Hungary";0,588951053294679
"Electrical engineering";"2005";"Brazil";0,587273738488685
"Electrical engineering";"2005";"Belgium";0,581790753778476
"Electrical engineering";"2005";"Australia";0,560766184972896
"Electrical engineering";"2005";"Spain";0,552023217396771
"Electrical engineering";"2005";"South Africa";0,507875361229445
"Electrical engineering";"2005";"New Zealand";0,486258939099354
"Electrical engineering";"2005";"India";0,480733333401155
"Electrical engineering";"2005";"Switzerland";0,433384930736175
"Electrical engineering";"2005";"Italy";0,412457410073819
"Electrical engineering";"2005";"Denmark";0,381197499210188
"Electrical engineering";"2005";"Cuba";0
"Electrical engineering";"2005";"Luxembourg";0
"Electrical engineering";"2005";"Croatia";0
"Electrical engineering";"2005";"Saudi Arabia";0
"Electrical engineering";"2005";"Iceland";0
"Electrical engineering";"2005";"Poland";0
"Electrical engineering";"2005";"Mexico";0
"Electrical engineering";"2005";"Czechia";0
"Electrical engineering";"2005";"Slovenia";0
"Electrical engineering";"2005";"Greece";0
"Electrical engineering";"2005";"Liechtenstein";0
"Electrical engineering";"2005";"Andorra";0
"Electrical engineering";"2005";"United Arab Emirates";0
"Electrical engineering";"2005";"Antigua & Barbuda";0
"Electrical engineering";"2005";"Argentina";0
"Electrical engineering";"2005";"Bangladesh";0
"Electrical engineering";"2005";"Burkina Faso";0
"Electrical engineering";"2005";"Bulgaria";0
"Electrical engineering";"2005";"Bermuda";0
"Electrical engineering";"2005";"Bahamas";0
"Electrical engineering";"2005";"Belarus";0
"Electrical engineering";"2005";"Belize";0
"Electrical engineering";"2005";"Côte d’Ivoire";0
"Electrical engineering";"2005";"Chile";0
"Electrical engineering";"2005";"Colombia";0
"Electrical engineering";"2005";"Costa Rica";0
"Electrical engineering";"2005";"Cyprus";0
"Electrical engineering";"2005";"Dominican Republic";0
"Electrical engineering";"2005";"Ecuador";0
"Electrical engineering";"2005";"Estonia";0
"Electrical engineering";"2005";"Egypt";0
"Electrical engineering";"2005";"Georgia";0
"Electrical engineering";"2005";"Ghana";0
"Electrical engineering";"2005";"Gibraltar";0
"Electrical engineering";"2005";"Honduras";0
"Electrical engineering";"2005";"Indonesia";0
"Electrical engineering";"2005";"Iran";0
"Electrical engineering";"2005";"Jamaica";0
"Electrical engineering";"2005";"Jordan";0
"Electrical engineering";"2005";"Kenya";0
"Electrical engineering";"2005";"North Korea";0
"Electrical engineering";"2005";"Kuwait";0
"Electrical engineering";"2005";"Cayman Islands";0
"Electrical engineering";"2005";"Kazakhstan";0
"Electrical engineering";"2005";"Sri Lanka";0
"Electrical engineering";"2005";"Lithuania";0
"Electrical engineering";"2005";"Latvia";0
"Electrical engineering";"2005";"Libya";0
"Electrical engineering";"2005";"Morocco";0
"Electrical engineering";"2005";"Monaco";0
"Electrical engineering";"2005";"Moldova";0
"Electrical engineering";"2005";"Madagascar";0
"Electrical engineering";"2005";"Malta";0
"Electrical engineering";"2005";"Malaysia";0
"Electrical engineering";"2005";"Oman";0
"Electrical engineering";"2005";"Panama";0
"Electrical engineering";"2005";"Philippines";0
"Electrical engineering";"2005";"Puerto Rico";0
"Electrical engineering";"2005";"Portugal";0
"Electrical engineering";"2005";"Qatar";0
"Electrical engineering";"2005";"Romania";0
"Electrical engineering";"2005";"Seychelles";0
"Electrical engineering";"2005";"Slovakia";0
"Electrical engineering";"2005";"El Salvador";0
"Electrical engineering";"2005";"Turks & Caicos Islands";0
"Electrical engineering";"2005";"Thailand";0
"Electrical engineering";"2005";"Tajikistan";0
"Electrical engineering";"2005";"Tunisia";0
"Electrical engineering";"2005";"Turkey";0
"Electrical engineering";"2005";"Ukraine";0
"Electrical engineering";"2005";"United States Minor Outlying Islands (the)";0
"Electrical engineering";"2005";"Uruguay";0
"Electrical engineering";"2005";"Venezuela";0
"Electrical engineering";"2005";"Vietnam";0
"Electrical engineering";"2006";"South Korea";1,7672003172383
"Electrical engineering";"2006";"Singapore";1,73272716043733
"Electrical engineering";"2006";"Netherlands";1,67050122225817
"Electrical engineering";"2006";"Finland";1,46803774311777
"Electrical engineering";"2006";"China";1,45431567871716
"Electrical engineering";"2006";"Taiwan";1,38488158030408
"Electrical engineering";"2006";"Japan";1,20995427699891
"Electrical engineering";"2006";"Malaysia";1,20860984864353
"Electrical engineering";"2006";"Hong Kong SAR China";1,08543680518276
"Electrical engineering";"2006";"United States";0,967739591954665
"Electrical engineering";"2006";"Ireland";0,882610296132723
"Electrical engineering";"2006";"Israel";0,874547264665802
"Electrical engineering";"2006";"France";0,855547857254798
"Electrical engineering";"2006";"Canada";0,842395062107206
"Electrical engineering";"2006";"Sweden";0,829305290192274
"Electrical engineering";"2006";"United Kingdom";0,810520639343517
"Electrical engineering";"2006";"Austria";0,737108996022841
"Electrical engineering";"2006";"Russia";0,673658943996962
"Electrical engineering";"2006";"Norway";0,665154224136303
"Electrical engineering";"2006";"Germany";0,643802950905294
"Electrical engineering";"2006";"Hungary";0,601963795718072
"Electrical engineering";"2006";"Australia";0,578762385645967
"Electrical engineering";"2006";"Belgium";0,561763137934454
"Electrical engineering";"2006";"South Africa";0,560323679438856
"Electrical engineering";"2006";"Spain";0,549923062264329
"Electrical engineering";"2006";"Brazil";0,543913354981947
"Electrical engineering";"2006";"India";0,480039115710412
"Electrical engineering";"2006";"New Zealand";0,457030614492441
"Electrical engineering";"2006";"Switzerland";0,428199936243921
"Electrical engineering";"2006";"Denmark";0,411302419246068
"Electrical engineering";"2006";"Italy";0,371672984249272
"Electrical engineering";"2006";"Cuba";0
"Electrical engineering";"2006";"Luxembourg";0
"Electrical engineering";"2006";"Saudi Arabia";0
"Electrical engineering";"2006";"Croatia";0
"Electrical engineering";"2006";"Czechia";0
"Electrical engineering";"2006";"Poland";0
"Electrical engineering";"2006";"Iceland";0
"Electrical engineering";"2006";"Slovenia";0
"Electrical engineering";"2006";"Greece";0
"Electrical engineering";"2006";"Liechtenstein";0
"Electrical engineering";"2006";"Mexico";0
"Electrical engineering";"2006";"Andorra";0
"Electrical engineering";"2006";"United Arab Emirates";0
"Electrical engineering";"2006";"Antigua & Barbuda";0
"Electrical engineering";"2006";"Armenia";0
"Electrical engineering";"2006";"Argentina";0
"Electrical engineering";"2006";"Barbados";0
"Electrical engineering";"2006";"Bangladesh";0
"Electrical engineering";"2006";"Burkina Faso";0
"Electrical engineering";"2006";"Bulgaria";0
"Electrical engineering";"2006";"Belarus";0
"Electrical engineering";"2006";"Chile";0
"Electrical engineering";"2006";"Cameroon";0
"Electrical engineering";"2006";"Colombia";0
"Electrical engineering";"2006";"Costa Rica";0
"Electrical engineering";"2006";"Cyprus";0
"Electrical engineering";"2006";"Dominican Republic";0
"Electrical engineering";"2006";"Ecuador";0
"Electrical engineering";"2006";"Estonia";0
"Electrical engineering";"2006";"Egypt";0
"Electrical engineering";"2006";"Fiji";0
"Electrical engineering";"2006";"Georgia";0
"Electrical engineering";"2006";"Ghana";0
"Electrical engineering";"2006";"Guatemala";0
"Electrical engineering";"2006";"Indonesia";0
"Electrical engineering";"2006";"Iran";0
"Electrical engineering";"2006";"Jamaica";0
"Electrical engineering";"2006";"Jordan";0
"Electrical engineering";"2006";"Kenya";0
"Electrical engineering";"2006";"North Korea";0
"Electrical engineering";"2006";"Kazakhstan";0
"Electrical engineering";"2006";"Lebanon";0
"Electrical engineering";"2006";"Lithuania";0
"Electrical engineering";"2006";"Latvia";0
"Electrical engineering";"2006";"Morocco";0
"Electrical engineering";"2006";"Monaco";0
"Electrical engineering";"2006";"Montenegro";0
"Electrical engineering";"2006";"Malta";0
"Electrical engineering";"2006";"Namibia";0
"Electrical engineering";"2006";"Nigeria";0
"Electrical engineering";"2006";"Peru";0
"Electrical engineering";"2006";"French Polynesia";0
"Electrical engineering";"2006";"Philippines";0
"Electrical engineering";"2006";"Pakistan";0
"Electrical engineering";"2006";"Puerto Rico";0
"Electrical engineering";"2006";"Portugal";0
"Electrical engineering";"2006";"Romania";0
"Electrical engineering";"2006";"Slovakia";0
"Electrical engineering";"2006";"Thailand";0
"Electrical engineering";"2006";"Tunisia";0
"Electrical engineering";"2006";"Turkey";0
"Electrical engineering";"2006";"Trinidad & Tobago";0
"Electrical engineering";"2006";"Ukraine";0
"Electrical engineering";"2006";"United States Minor Outlying Islands (the)";0
"Electrical engineering";"2006";"Uruguay";0
"Electrical engineering";"2006";"Venezuela";0
"Electrical engineering";"2006";"British Virgin Islands";0
"Electrical engineering";"2006";"Vietnam";0
"Electrical engineering";"2007";"South Korea";1,80966903732452
"Electrical engineering";"2007";"Netherlands";1,62447222405218
"Electrical engineering";"2007";"Singapore";1,61576639199255
"Electrical engineering";"2007";"Taiwan";1,50233105422502
"Electrical engineering";"2007";"China";1,486398265989
"Electrical engineering";"2007";"Finland";1,40654206498996
"Electrical engineering";"2007";"Japan";1,17905539883404
"Electrical engineering";"2007";"Malaysia";1,10085182898963
"Electrical engineering";"2007";"Hong Kong SAR China";1,01107032398349
"Electrical engineering";"2007";"United States";0,988087481383462
"Electrical engineering";"2007";"Canada";0,898831988605085
"Electrical engineering";"2007";"Israel";0,866120175070329
"Electrical engineering";"2007";"Ireland";0,860736542877345
"Electrical engineering";"2007";"France";0,843461825590026
"Electrical engineering";"2007";"Sweden";0,823409819484122
"Electrical engineering";"2007";"United Kingdom";0,797660479257273
"Electrical engineering";"2007";"Austria";0,773399620058573
"Electrical engineering";"2007";"Russia";0,721474798192772
"Electrical engineering";"2007";"Norway";0,663625274064648
"Electrical engineering";"2007";"Germany";0,633381083914542
"Electrical engineering";"2007";"Hungary";0,624504572662439
"Electrical engineering";"2007";"Australia";0,574938997593003
"Electrical engineering";"2007";"Belgium";0,565035432840781
"Electrical engineering";"2007";"India";0,52246055440856
"Electrical engineering";"2007";"Spain";0,512207344804001
"Electrical engineering";"2007";"Brazil";0,488706517741279
"Electrical engineering";"2007";"South Africa";0,464744125626241
"Electrical engineering";"2007";"Denmark";0,432736572279609
"Electrical engineering";"2007";"Switzerland";0,395928904847569
"Electrical engineering";"2007";"New Zealand";0,393360950440904
"Electrical engineering";"2007";"Italy";0,355690662038037
"Electrical engineering";"2007";"Cuba";0
"Electrical engineering";"2007";"Luxembourg";0
"Electrical engineering";"2007";"Croatia";0
"Electrical engineering";"2007";"Saudi Arabia";0
"Electrical engineering";"2007";"Slovenia";0
"Electrical engineering";"2007";"Czechia";0
"Electrical engineering";"2007";"Poland";0
"Electrical engineering";"2007";"Mexico";0
"Electrical engineering";"2007";"Greece";0
"Electrical engineering";"2007";"Andorra";0
"Electrical engineering";"2007";"United Arab Emirates";0
"Electrical engineering";"2007";"Antigua & Barbuda";0
"Electrical engineering";"2007";"Armenia";0
"Electrical engineering";"2007";"Argentina";0
"Electrical engineering";"2007";"Bulgaria";0
"Electrical engineering";"2007";"Bahrain";0
"Electrical engineering";"2007";"Bolivia";0
"Electrical engineering";"2007";"Bahamas";0
"Electrical engineering";"2007";"Belarus";0
"Electrical engineering";"2007";"Chile";0
"Electrical engineering";"2007";"Colombia";0
"Electrical engineering";"2007";"Costa Rica";0
"Electrical engineering";"2007";"Cyprus";0
"Electrical engineering";"2007";"Dominican Republic";0
"Electrical engineering";"2007";"Algeria";0
"Electrical engineering";"2007";"Ecuador";0
"Electrical engineering";"2007";"Estonia";0
"Electrical engineering";"2007";"Egypt";0
"Electrical engineering";"2007";"Georgia";0
"Electrical engineering";"2007";"French Guiana";0
"Electrical engineering";"2007";"Ghana";0
"Electrical engineering";"2007";"Gibraltar";0
"Electrical engineering";"2007";"Guam";0
"Electrical engineering";"2007";"Indonesia";0
"Electrical engineering";"2007";"Iran";0
"Electrical engineering";"2007";"Iceland";0
"Electrical engineering";"2007";"Jersey";0
"Electrical engineering";"2007";"Jamaica";0
"Electrical engineering";"2007";"Jordan";0
"Electrical engineering";"2007";"Kenya";0
"Electrical engineering";"2007";"North Korea";0
"Electrical engineering";"2007";"Kazakhstan";0
"Electrical engineering";"2007";"Lebanon";0
"Electrical engineering";"2007";"Liechtenstein";0
"Electrical engineering";"2007";"Lithuania";0
"Electrical engineering";"2007";"Latvia";0
"Electrical engineering";"2007";"Morocco";0
"Electrical engineering";"2007";"Monaco";0
"Electrical engineering";"2007";"Moldova";0
"Electrical engineering";"2007";"Montenegro";0
"Electrical engineering";"2007";"Madagascar";0
"Electrical engineering";"2007";"Macedonia";0
"Electrical engineering";"2007";"Malta";0
"Electrical engineering";"2007";"Namibia";0
"Electrical engineering";"2007";"Niger";0
"Electrical engineering";"2007";"Philippines";0
"Electrical engineering";"2007";"Puerto Rico";0
"Electrical engineering";"2007";"Portugal";0
"Electrical engineering";"2007";"Qatar";0
"Electrical engineering";"2007";"Réunion";0
"Electrical engineering";"2007";"Romania";0
"Electrical engineering";"2007";"Seychelles";0
"Electrical engineering";"2007";"Slovakia";0
"Electrical engineering";"2007";"Swaziland";0
"Electrical engineering";"2007";"Thailand";0
"Electrical engineering";"2007";"Tunisia";0
"Electrical engineering";"2007";"Turkey";0
"Electrical engineering";"2007";"Trinidad & Tobago";0
"Electrical engineering";"2007";"Ukraine";0
"Electrical engineering";"2007";"Uruguay";0
"Electrical engineering";"2007";"Uzbekistan";0
"Electrical engineering";"2007";"British Virgin Islands";0
"Electrical engineering";"2007";"Vietnam";0
"Electrical engineering";"2008";"South Korea";1,81336371996353
"Electrical engineering";"2008";"Taiwan";1,57299431494209
"Electrical engineering";"2008";"Netherlands";1,56566734867108
"Electrical engineering";"2008";"Singapore";1,52624003600222
"Electrical engineering";"2008";"China";1,50946306968042
"Electrical engineering";"2008";"Finland";1,39745525655464
"Electrical engineering";"2008";"Japan";1,15949537567339
"Electrical engineering";"2008";"Malaysia";1,04703368732191
"Electrical engineering";"2008";"United States";1,00306598822073
"Electrical engineering";"2008";"Hong Kong SAR China";0,965598202775104
"Electrical engineering";"2008";"Canada";0,956193625179572
"Electrical engineering";"2008";"Ireland";0,885697481813232
"Electrical engineering";"2008";"Sweden";0,884671376826281
"Electrical engineering";"2008";"Israel";0,860190518438643
"Electrical engineering";"2008";"France";0,84136120293487
"Electrical engineering";"2008";"Austria";0,802994296690187
"Electrical engineering";"2008";"United Kingdom";0,791317652870997
"Electrical engineering";"2008";"Russia";0,746547003020628
"Electrical engineering";"2008";"Hungary";0,723222091234706
"Electrical engineering";"2008";"Germany";0,621428315722675
"Electrical engineering";"2008";"Norway";0,607438994859478
"Electrical engineering";"2008";"Belgium";0,590261705946977
"Electrical engineering";"2008";"India";0,552061961786366
"Electrical engineering";"2008";"Australia";0,545672221390871
"Electrical engineering";"2008";"Spain";0,49861453236746
"Electrical engineering";"2008";"Denmark";0,473021122160959
"Electrical engineering";"2008";"Brazil";0,425609229314108
"Electrical engineering";"2008";"South Africa";0,423757898925751
"Electrical engineering";"2008";"New Zealand";0,407327414021222
"Electrical engineering";"2008";"Switzerland";0,353953912787102
"Electrical engineering";"2008";"Italy";0,345039040671015
"Electrical engineering";"2008";"Cuba";0
"Electrical engineering";"2008";"Luxembourg";0
"Electrical engineering";"2008";"Saudi Arabia";0
"Electrical engineering";"2008";"Croatia";0
"Electrical engineering";"2008";"Portugal";0
"Electrical engineering";"2008";"Slovenia";0
"Electrical engineering";"2008";"Czechia";0
"Electrical engineering";"2008";"Poland";0
"Electrical engineering";"2008";"Mexico";0
"Electrical engineering";"2008";"Greece";0
"Electrical engineering";"2008";"United Arab Emirates";0
"Electrical engineering";"2008";"Antigua & Barbuda";0
"Electrical engineering";"2008";"Armenia";0
"Electrical engineering";"2008";"Argentina";0
"Electrical engineering";"2008";"Azerbaijan";0
"Electrical engineering";"2008";"Barbados";0
"Electrical engineering";"2008";"Bulgaria";0
"Electrical engineering";"2008";"Bermuda";0
"Electrical engineering";"2008";"Bolivia";0
"Electrical engineering";"2008";"Bahamas";0
"Electrical engineering";"2008";"Belarus";0
"Electrical engineering";"2008";"Belize";0
"Electrical engineering";"2008";"Chile";0
"Electrical engineering";"2008";"Colombia";0
"Electrical engineering";"2008";"Cyprus";0
"Electrical engineering";"2008";"Dominican Republic";0
"Electrical engineering";"2008";"Estonia";0
"Electrical engineering";"2008";"Egypt";0
"Electrical engineering";"2008";"Gabon";0
"Electrical engineering";"2008";"Georgia";0
"Electrical engineering";"2008";"French Guiana";0
"Electrical engineering";"2008";"Guinea";0
"Electrical engineering";"2008";"Guadeloupe";0
"Electrical engineering";"2008";"Indonesia";0
"Electrical engineering";"2008";"Iran";0
"Electrical engineering";"2008";"Iceland";0
"Electrical engineering";"2008";"Jamaica";0
"Electrical engineering";"2008";"Jordan";0
"Electrical engineering";"2008";"Kenya";0
"Electrical engineering";"2008";"North Korea";0
"Electrical engineering";"2008";"Lebanon";0
"Electrical engineering";"2008";"Liechtenstein";0
"Electrical engineering";"2008";"Sri Lanka";0
"Electrical engineering";"2008";"Lithuania";0
"Electrical engineering";"2008";"Latvia";0
"Electrical engineering";"2008";"Morocco";0
"Electrical engineering";"2008";"Monaco";0
"Electrical engineering";"2008";"Moldova";0
"Electrical engineering";"2008";"Madagascar";0
"Electrical engineering";"2008";"Macau SAR China";0
"Electrical engineering";"2008";"Northern Mariana Islands";0
"Electrical engineering";"2008";"Malta";0
"Electrical engineering";"2008";"Panama";0
"Electrical engineering";"2008";"Peru";0
"Electrical engineering";"2008";"Philippines";0
"Electrical engineering";"2008";"Pakistan";0
"Electrical engineering";"2008";"Puerto Rico";0
"Electrical engineering";"2008";"Qatar";0
"Electrical engineering";"2008";"Romania";0
"Electrical engineering";"2008";"Serbia";0
"Electrical engineering";"2008";"Slovakia";0
"Electrical engineering";"2008";"Thailand";0
"Electrical engineering";"2008";"Tunisia";0
"Electrical engineering";"2008";"Turkey";0
"Electrical engineering";"2008";"Trinidad & Tobago";0
"Electrical engineering";"2008";"Ukraine";0
"Electrical engineering";"2008";"United States Minor Outlying Islands (the)";0
"Electrical engineering";"2008";"Uruguay";0
"Electrical engineering";"2008";"Uzbekistan";0
"Electrical engineering";"2008";"Venezuela";0
"Electrical engineering";"2008";"Vietnam";0
"Electrical engineering";"2009";"South Korea";1,82008299863042
"Electrical engineering";"2009";"Taiwan";1,64448111341918
"Electrical engineering";"2009";"China";1,60364631687005
"Electrical engineering";"2009";"Netherlands";1,46905668616965
"Electrical engineering";"2009";"Singapore";1,44106650873052
"Electrical engineering";"2009";"Finland";1,3862775245646
"Electrical engineering";"2009";"Japan";1,14120055413292
"Electrical engineering";"2009";"Canada";1,01467189607702
"Electrical engineering";"2009";"United States";1,01171985243483
"Electrical engineering";"2009";"Sweden";0,959977094127612
"Electrical engineering";"2009";"Hong Kong SAR China";0,945821549910373
"Electrical engineering";"2009";"Israel";0,897429669870999
"Electrical engineering";"2009";"Ireland";0,893904619694582
"Electrical engineering";"2009";"France";0,842926568785916
"Electrical engineering";"2009";"Malaysia";0,836287801879551
"Electrical engineering";"2009";"Hungary";0,830509772541715
"Electrical engineering";"2009";"Austria";0,822197511868924
"Electrical engineering";"2009";"United Kingdom";0,802538347651498
"Electrical engineering";"2009";"Russia";0,726650747183536
"Electrical engineering";"2009";"India";0,659167954395244
"Electrical engineering";"2009";"Germany";0,616592793609924
"Electrical engineering";"2009";"Belgium";0,592886876949328
"Electrical engineering";"2009";"Norway";0,582366230287026
"Electrical engineering";"2009";"Australia";0,533169127559295
"Electrical engineering";"2009";"Denmark";0,478033326657286
"Electrical engineering";"2009";"Spain";0,470695326536252
"Electrical engineering";"2009";"New Zealand";0,43958962836811
"Electrical engineering";"2009";"South Africa";0,430741719015462
"Electrical engineering";"2009";"Switzerland";0,342867483128752
"Electrical engineering";"2009";"Brazil";0,336927278833595
"Electrical engineering";"2009";"Italy";0,33392593457946
"Electrical engineering";"2009";"Cuba";0
"Electrical engineering";"2009";"Luxembourg";0
"Electrical engineering";"2009";"Saudi Arabia";0
"Electrical engineering";"2009";"Croatia";0
"Electrical engineering";"2009";"Slovenia";0
"Electrical engineering";"2009";"Portugal";0
"Electrical engineering";"2009";"Czechia";0
"Electrical engineering";"2009";"Mexico";0
"Electrical engineering";"2009";"Greece";0
"Electrical engineering";"2009";"Poland";0
"Electrical engineering";"2009";"Andorra";0
"Electrical engineering";"2009";"United Arab Emirates";0
"Electrical engineering";"2009";"Antigua & Barbuda";0
"Electrical engineering";"2009";"Argentina";0
"Electrical engineering";"2009";"Bosnia & Herzegovina";0
"Electrical engineering";"2009";"Barbados";0
"Electrical engineering";"2009";"Bulgaria";0
"Electrical engineering";"2009";"Bahrain";0
"Electrical engineering";"2009";"Bolivia";0
"Electrical engineering";"2009";"Bahamas";0
"Electrical engineering";"2009";"Belarus";0
"Electrical engineering";"2009";"Côte d’Ivoire";0
"Electrical engineering";"2009";"Chile";0
"Electrical engineering";"2009";"Colombia";0
"Electrical engineering";"2009";"Costa Rica";0
"Electrical engineering";"2009";"Cyprus";0
"Electrical engineering";"2009";"Dominican Republic";0
"Electrical engineering";"2009";"Algeria";0
"Electrical engineering";"2009";"Ecuador";0
"Electrical engineering";"2009";"Estonia";0
"Electrical engineering";"2009";"Egypt";0
"Electrical engineering";"2009";"Eritrea";0
"Electrical engineering";"2009";"Georgia";0
"Electrical engineering";"2009";"Guatemala";0
"Electrical engineering";"2009";"Indonesia";0
"Electrical engineering";"2009";"Iran";0
"Electrical engineering";"2009";"Iceland";0
"Electrical engineering";"2009";"Jersey";0
"Electrical engineering";"2009";"Jamaica";0
"Electrical engineering";"2009";"Jordan";0
"Electrical engineering";"2009";"Kenya";0
"Electrical engineering";"2009";"North Korea";0
"Electrical engineering";"2009";"Kuwait";0
"Electrical engineering";"2009";"Kazakhstan";0
"Electrical engineering";"2009";"Lebanon";0
"Electrical engineering";"2009";"Liechtenstein";0
"Electrical engineering";"2009";"Sri Lanka";0
"Electrical engineering";"2009";"Lithuania";0
"Electrical engineering";"2009";"Latvia";0
"Electrical engineering";"2009";"Libya";0
"Electrical engineering";"2009";"Morocco";0
"Electrical engineering";"2009";"Monaco";0
"Electrical engineering";"2009";"Macedonia";0
"Electrical engineering";"2009";"Macau SAR China";0
"Electrical engineering";"2009";"Malta";0
"Electrical engineering";"2009";"Panama";0
"Electrical engineering";"2009";"Peru";0
"Electrical engineering";"2009";"French Polynesia";0
"Electrical engineering";"2009";"Philippines";0
"Electrical engineering";"2009";"Pakistan";0
"Electrical engineering";"2009";"Puerto Rico";0
"Electrical engineering";"2009";"Qatar";0
"Electrical engineering";"2009";"Romania";0
"Electrical engineering";"2009";"Slovakia";0
"Electrical engineering";"2009";"Swaziland";0
"Electrical engineering";"2009";"Thailand";0
"Electrical engineering";"2009";"Tunisia";0
"Electrical engineering";"2009";"Turkey";0
"Electrical engineering";"2009";"Trinidad & Tobago";0
"Electrical engineering";"2009";"Ukraine";0
"Electrical engineering";"2009";"Uruguay";0
"Electrical engineering";"2009";"Venezuela";0
"Electrical engineering";"2009";"Vietnam";0
"Electrical engineering";"2010";"Romania";2,49575822366491
"Electrical engineering";"2010";"South Korea";1,79295817720595
"Electrical engineering";"2010";"Taiwan";1,7335433735922
"Electrical engineering";"2010";"China";1,64411301099558
"Electrical engineering";"2010";"Netherlands";1,38205210871079
"Electrical engineering";"2010";"Singapore";1,35916661752955
"Electrical engineering";"2010";"Finland";1,28136008315311
"Electrical engineering";"2010";"Japan";1,13849465362543
"Electrical engineering";"2010";"Sweden";1,07841296359372
"Electrical engineering";"2010";"Canada";1,07793617133238
"Electrical engineering";"2010";"United States";1,01807834287995
"Electrical engineering";"2010";"Hungary";0,998822426104091
"Electrical engineering";"2010";"Hong Kong SAR China";0,994281412062749
"Electrical engineering";"2010";"Israel";0,922955932024176
"Electrical engineering";"2010";"Ireland";0,911868776171778
"Electrical engineering";"2010";"France";0,827686179805607
"Electrical engineering";"2010";"United Kingdom";0,784464113091647
"Electrical engineering";"2010";"Malaysia";0,778476355184701
"Electrical engineering";"2010";"Austria";0,776778954283876
"Electrical engineering";"2010";"Russia";0,769196163417947
"Electrical engineering";"2010";"India";0,694553559389565
"Electrical engineering";"2010";"Germany";0,614356401530503
"Electrical engineering";"2010";"Belgium";0,587905695141641
"Electrical engineering";"2010";"Norway";0,551818126728213
"Electrical engineering";"2010";"Australia";0,531288714117414
"Electrical engineering";"2010";"Denmark";0,498837269670458
"Electrical engineering";"2010";"South Africa";0,490256615496856
"Electrical engineering";"2010";"Spain";0,44496822131088
"Electrical engineering";"2010";"New Zealand";0,418951154934293
"Electrical engineering";"2010";"Brazil";0,359770553113903
"Electrical engineering";"2010";"Italy";0,339352518231944
"Electrical engineering";"2010";"Switzerland";0,337613083287283
"Electrical engineering";"2010";"Cuba";0
"Electrical engineering";"2010";"Luxembourg";0
"Electrical engineering";"2010";"Saudi Arabia";0
"Electrical engineering";"2010";"Croatia";0
"Electrical engineering";"2010";"Portugal";0
"Electrical engineering";"2010";"Slovenia";0
"Electrical engineering";"2010";"Mexico";0
"Electrical engineering";"2010";"Czechia";0
"Electrical engineering";"2010";"Poland";0
"Electrical engineering";"2010";"Argentina";0
"Electrical engineering";"2010";"Greece";0
"Electrical engineering";"2010";"Andorra";0
"Electrical engineering";"2010";"United Arab Emirates";0
"Electrical engineering";"2010";"Azerbaijan";0
"Electrical engineering";"2010";"Bangladesh";0
"Electrical engineering";"2010";"Bulgaria";0
"Electrical engineering";"2010";"Bermuda";0
"Electrical engineering";"2010";"Brunei";0
"Electrical engineering";"2010";"Bahamas";0
"Electrical engineering";"2010";"Belarus";0
"Electrical engineering";"2010";"Chile";0
"Electrical engineering";"2010";"Colombia";0
"Electrical engineering";"2010";"Costa Rica";0
"Electrical engineering";"2010";"Cyprus";0
"Electrical engineering";"2010";"Dominican Republic";0
"Electrical engineering";"2010";"Algeria";0
"Electrical engineering";"2010";"Ecuador";0
"Electrical engineering";"2010";"Estonia";0
"Electrical engineering";"2010";"Egypt";0
"Electrical engineering";"2010";"Faroe Islands";0
"Electrical engineering";"2010";"Georgia";0
"Electrical engineering";"2010";"Honduras";0
"Electrical engineering";"2010";"Indonesia";0
"Electrical engineering";"2010";"Isle of Man";0
"Electrical engineering";"2010";"Iceland";0
"Electrical engineering";"2010";"Jersey";0
"Electrical engineering";"2010";"Jamaica";0
"Electrical engineering";"2010";"Jordan";0
"Electrical engineering";"2010";"Kenya";0
"Electrical engineering";"2010";"Kyrgyzstan";0
"Electrical engineering";"2010";"St. Kitts & Nevis";0
"Electrical engineering";"2010";"North Korea";0
"Electrical engineering";"2010";"Lebanon";0
"Electrical engineering";"2010";"Liechtenstein";0
"Electrical engineering";"2010";"Sri Lanka";0
"Electrical engineering";"2010";"Lithuania";0
"Electrical engineering";"2010";"Latvia";0
"Electrical engineering";"2010";"Libya";0
"Electrical engineering";"2010";"Morocco";0
"Electrical engineering";"2010";"Monaco";0
"Electrical engineering";"2010";"Moldova";0
"Electrical engineering";"2010";"Montenegro";0
"Electrical engineering";"2010";"Marshall Islands";0
"Electrical engineering";"2010";"Macedonia";0
"Electrical engineering";"2010";"Mali";0
"Electrical engineering";"2010";"Malta";0
"Electrical engineering";"2010";"Mauritius";0
"Electrical engineering";"2010";"Niger";0
"Electrical engineering";"2010";"Nigeria";0
"Electrical engineering";"2010";"Nicaragua";0
"Electrical engineering";"2010";"Nepal";0
"Electrical engineering";"2010";"Peru";0
"Electrical engineering";"2010";"French Polynesia";0
